track_id,track_name,artist,genre,danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,loudness,popularity
2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,0.589,0.472,0.898,0.614,0.0502,0.0,0.505,67.196,-8.749,85
2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,0.451,0.24,0.701,0.912,0.0351,2.45e-06,0.175,134.009,-14.014,81
3mRM4NM8iO7UBqrSigCQFH,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,0.703,0.826,0.945,0.0322,0.0341,0.00629,0.179,103.564,-7.178999999999999,79
2JoZzpdeP2G6Csfdq5aLXP,How Deep Is Your Love,Bee Gees,adult standards,0.633,0.357,0.674,0.105,0.0264,0.0,0.133,104.938,-9.366,79
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,adult standards,0.529,0.127,0.578,0.611,0.0274,0.000109,0.237,63.05,-16.066,78
3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King,adult standards,0.65,0.306,0.605,0.57,0.0393,7.07e-06,0.0707,118.068,-9.443,78
4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,0.319,0.21,0.209,0.92,0.0341,8.06e-05,0.138,78.696,-15.231,77
4so0Wek9Ig1p6CRCHuINwW,White Christmas,Bing Crosby,adult standards,0.317,0.158,0.247,0.6729999999999999,0.0381,0.353,0.338,130.503,-16.485,76
4Hhv2vrOTy89HFRcjU3QOx,At Last,Etta James,adult standards,0.274,0.348,0.328,0.547,0.0293,0.0133,0.334,87.43,-8.631,76
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,adult standards,0.589,0.384,0.354,0.112,0.0332,2.8000000000000013e-05,0.0596,132.909,-15.075,76
2pXpURmn6zC5ZYDMms6fwa,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,0.7240000000000001,0.276,0.718,0.76,0.0599,0.0,0.116,112.874,-12.25,76
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,Carly Simon,adult standards,0.659,0.6779999999999999,0.647,0.157,0.0313,6.69e-06,0.0784,106.186,-8.18,75
5b7OgznPJJr1vHNYGyvxau,Fly Me To The Moon (In Other Words),Frank Sinatra,adult standards,0.6679999999999999,0.26,0.368,0.453,0.0523,0.0,0.0621,119.416,-14.255999999999998,75
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,adult standards,0.531,0.481,0.491,0.6990000000000001,0.06,0.0,0.0842,138.45,-11.709,75
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,adult standards,0.429,0.564,0.276,0.0193,0.0268,0.000828,0.128,104.212,-6.784,75
3spdoTYpuCpmq19tuD0bOe,My Way,Frank Sinatra,adult standards,0.401,0.381,0.229,0.7,0.0274,0.0,0.122,75.454,-7.457999999999997,74
2DpJ9T2RVRanZcYFHKOAfA,Put Your Head On My Shoulder,Paul Anka,adult standards,0.547,0.335,0.474,0.747,0.0307,0.0,0.101,115.838,-9.2,74
48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison,adult standards,0.619,0.603,0.958,0.715,0.0342,0.0,0.0721,127.432,-9.481,74
1oht5GevPN9t1T3kG1m1GO,Fire and Rain - 2019 Remaster,James Taylor,adult standards,0.597,0.271,0.338,0.7659999999999999,0.0394,0.0119,0.0933,76.271,-17.293,74
3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly with His Song,Roberta Flack,adult standards,0.477,0.381,0.329,0.727,0.0342,0.0,0.0615,121.568,-10.237,73
5KqldkCunQ2rWxruMEtGh0,The Gambler,Kenny Rogers,adult standards,0.6709999999999999,0.501,0.86,0.342,0.0594,0.0,0.194,87.04,-13.119000000000002,73
36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,Chicago,adult standards,0.583,0.602,0.388,0.368,0.0274,0.0,0.22,74.008,-6.364,73
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,adult standards,0.737,0.495,0.967,0.0588,0.027,9.12e-06,0.0542,104.409,-13.489,73
49OMJ1prsRA7ZYgrAjz70c,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,0.632,0.6829999999999999,0.701,0.163,0.0383,0.00013,0.847,105.955,-6.434,73
5BUq9bdtsm3LWw5laJeJ4R,Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,adult standards,0.59,0.338,0.322,0.292,0.03,0.0131,0.121,110.581,-13.101,73
1eyq8cjUQ2daFthW2PC2GM,Glory of Love,Peter Cetera,adult standards,0.518,0.585,0.312,0.0778,0.0279,2.43e-06,0.31,144.998,-8.485,73
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,adult standards,0.615,0.733,0.7959999999999999,0.152,0.0335,0.0,0.109,122.58,-4.808,73
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,The Supremes,adult standards,0.63,0.711,0.659,0.299,0.0472,0.0,0.0813,96.912,-9.34,73
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,adult standards,0.667,0.599,0.971,0.245,0.0291,0.0,0.107,127.935,-8.894,72
1RMDXedcRno6rDBCbNHDJf,Santa Claus Is Coming to Town,Michael Bublé,adult standards,0.594,0.389,0.396,0.785,0.0517,0.0,0.0313,122.331,-7.109,72
5KgbyD2lQQlIupAaPjgiXg,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,0.733,0.795,0.892,0.0266,0.0249,0.000948,0.083,109.122,-7.224,72
0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),Natalie Cole,adult standards,0.685,0.623,0.8959999999999999,0.228,0.042,0.00234,0.0295,126.739,-11.146,72
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,The Righteous Brothers,adult standards,0.339,0.208,0.288,0.396,0.0308,0.000519,0.18,98.54,-16.725,72
4T6HLdP6OcAtqC6tGnQelG,Everything,Michael Bublé,adult standards,0.6859999999999999,0.688,0.493,0.39,0.0254,1.03e-06,0.0924,123.125,-4.981,72
1VuAamHM7P3VQQEXYGG3Uu,Joy To The World,Nat King Cole,adult standards,0.5529999999999999,0.337,0.662,0.818,0.03,0.0,0.113,101.918,-10.334,72
4FmCUATNIarCQh72JYdvnm,That's Life,Frank Sinatra,adult standards,0.56,0.434,0.664,0.55,0.0729,0.0,0.346,112.803,-14.151,72
5aDoUmxBsbdpS16alksb5Z,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,adult standards,0.5660000000000001,0.246,0.412,0.813,0.0276,1.48e-06,0.195,101.529,-15.499,72
78MI7mu1LV1k4IA2HzKmHe,Dream A Little Dream Of Me - Single Version,Ella Fitzgerald,adult standards,0.443,0.104,0.394,0.913,0.101,0.0,0.191,76.497,-17.042,72
2IuUMx3uxxJAHcH41aYtn0,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,0.5920000000000001,0.23,0.537,0.828,0.0511,0.0,0.12,126.655,-13.603,71
4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,Frank Sinatra,adult standards,0.257,0.338,0.544,0.736,0.0357,0.0,0.252,207.356,-12.902,71
2ajUl8lBLAXOXNpG4NEPMz,Sway,Michael Bublé,adult standards,0.713,0.639,0.737,0.753,0.0313,0.0,0.0878,125.959,-5.529,71
4J0DbyODwZJcmIAiTSJfMF,Annie's Song,John Denver,adult standards,0.304,0.305,0.464,0.871,0.0298,0.00368,0.3670000000000001,146.066,-10.879,71
17CPezzLWzvGfpZW6X8XT0,"Say You, Say Me",Lionel Richie,adult standards,0.636,0.405,0.257,0.355,0.0287,0.0,0.0804,128.06799999999998,-11.113,71
44mYhOVgerj2qPjkGDVA6n,It's Beginning To Look Like Christmas,Bing Crosby,adult standards,0.473,0.212,0.5760000000000001,0.77,0.0496,0.0,0.136,96.94,-15.018,71
77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,0.6829999999999999,0.375,0.888,0.579,0.0303,0.0,0.076,140.467,-13.056,71
4QX5pZQpQTgVlkqfUTDim0,Silver Bells,Dean Martin,adult standards,0.29,0.259,0.606,0.9,0.0306,0.0,0.308,97.173,-13.967,70
0VNzEY1G4GLqcNx5qaaTl6,Vincent,Don McLean,adult standards,0.419,0.085,0.458,0.908,0.0362,5.33e-06,0.34,91.509,-19.387,70
1kPBT8S2wJFNAyBMnGVZgL,I'd Rather Go Blind,Etta James,adult standards,0.477,0.433,0.611,0.6890000000000001,0.0247,0.000195,0.151,82.52,-6.473,70
4QxDOjgpYtQDxxbWPuEJOy,L-O-V-E,Nat King Cole,adult standards,0.425,0.373,0.6629999999999999,0.679,0.0797,0.0,0.077,78.225,-7.542999999999997,70
2L9QLAhrvtP4EYg1lY0Tnw,Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,0.478,0.201,0.857,0.919,0.0332,0.0,0.0854,136.471,-16.768,70
0zGLlXbHlrAyBN1x6sY0rb,A Sunday Kind Of Love,Etta James,adult standards,0.421,0.285,0.402,0.8290000000000001,0.0293,1.55e-06,0.233,85.861,-9.43,70
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads",John Denver,adult standards,0.462,0.395,0.625,0.758,0.0264,0.0,0.121,82.259,-9.376,70
25leEEaz1gIpp7o21Fqyjo,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,adult standards,0.8340000000000001,0.371,0.976,0.799,0.0358,0.0,0.275,96.628,-11.99,70
07TnWCHrFkvF61GzJuLVt0,Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,adult standards,0.398,0.57,0.234,0.056,0.034,0.00125,0.0606,140.974,-7.068,70
6Hu6dzwlvoyg3zBUC8k4BK,Sailing,Christopher Cross,adult standards,0.469,0.382,0.178,0.364,0.0374,0.00025,0.36,149.994,-13.203,70
030mot3ZKR3oskfMsqDB2R,Have Yourself A Merry Little Christmas,Judy Garland,adult standards,0.156,0.184,0.107,0.97,0.0393,0.00458,0.26,180.887,-14.82,70
4hHbeIIKO5Y5uLyIEbY9Gn,Come Fly With Me - Remastered,Frank Sinatra,adult standards,0.574,0.338,0.493,0.845,0.042,0.0,0.165,67.008,-11.376,70
34rzJNfTd5e9s3TICFMPD0,O Tannenbaum,Vince Guaraldi Trio,adult standards,0.583,0.191,0.342,0.908,0.0404,0.00824,0.126,123.303,-15.938,70
3RMeOetCdXttthQK0clPuz,How Am I Supposed to Live Without You,Michael Bolton,adult standards,0.541,0.44,0.232,0.191,0.031,0.0,0.114,140.273,-12.206,70
6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow,adult standards,0.308,0.464,0.318,0.418,0.0279,2.49e-06,0.143,103.734,-9.032,70
6z1kLsntE7FuzKZHZWrXYN,instagram,DEAN,adult standards,0.463,0.5660000000000001,0.219,0.196,0.145,0.0,0.284,93.921,-6.195,69
6r20M5DWYdIoCDmDViBxuz,You Got It,Roy Orbison,adult standards,0.649,0.618,0.667,0.596,0.0265,1.46e-06,0.192,114.688,-10.728,69
3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,adult standards,0.521,0.516,0.569,0.723,0.0369,0.0,0.257,136.483,-7.456,69
562JrM9b7jiu8LgzV62x3o,The Rose,Bette Midler,adult standards,0.347,0.228,0.184,0.901,0.0296,0.0,0.38,133.57399999999998,-9.667,69
0snPJPxkk0MbTc0xeUvAPt,Dancing On The Ceiling,Lionel Richie,adult standards,0.698,0.774,0.731,0.12,0.048,2.26e-06,0.394,133.197,-8.642000000000001,69
4ukUoXLuFzMixyZyabSGc4,Sleigh Ride,Ella Fitzgerald,adult standards,0.508,0.287,0.644,0.764,0.0523,0.0,0.153,154.759,-12.472,69
65irrLqfCMRiO3p87P4C0D,Frosty The Snowman,Ella Fitzgerald,adult standards,0.579,0.502,0.836,0.733,0.0513,0.0,0.281,76.816,-7.57,69
7kv7zBjMtVf0eIJle2VZxn,Southern Nights,Glen Campbell,adult standards,0.6970000000000001,0.813,0.85,0.0989,0.0315,0.0232,0.583,95.301,-8.89,69
0vB4Vd6PtkJSEnWsmqATnZ,Nothing's Gonna Change My Love for You,George Benson,adult standards,0.5529999999999999,0.614,0.345,0.764,0.0306,0.0,0.0811,136.628,-5.098,69
07RmHXaYqBdUyfAESPZkRO,Sleigh Ride,Carpenters,adult standards,0.47,0.232,0.552,0.871,0.192,0.0,0.104,201.258,-15.662,69
1pTGc8pwyo6xtgXBKCBcFn,Woman in Love,Barbra Streisand,adult standards,0.469,0.278,0.331,0.248,0.028,0.000126,0.133,169.735,-16.311,69
3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,Michael Bolton,adult standards,0.476,0.363,0.243,0.2,0.0296,0.0,0.055,164.555,-10.706,69
3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,Tom Jones,adult standards,0.476,0.722,0.909,0.598,0.0646,0.0,0.184,92.966,-10.017,69
3898C4AbdbptwYet6547e5,The Girl From Ipanema,Stan Getz,adult standards,0.664,0.194,0.443,0.909,0.0357,3.85e-05,0.0829,129.863,-15.487,69
1vZKP9XURuqMp1SpXGnoyb,Santa Baby,Eartha Kitt,adult standards,0.7040000000000001,0.103,0.468,0.897,0.0607,0.0,0.192,84.475,-15.056,69
74VR3AkGPhbYXnxcOYa16x,Strangers In The Night,Frank Sinatra,adult standards,0.259,0.473,0.539,0.5920000000000001,0.0295,0.0,0.201,90.348,-8.275,69
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),Bing Crosby,adult standards,0.5,0.224,0.62,0.6459999999999999,0.0935,0.0,0.284,202.481,-12.431,69
5fnOrhQ4KgT5irGCjIccGH,Arthur's Theme (Best That You Can Do),Christopher Cross,adult standards,0.526,0.515,0.518,0.1689999999999999,0.0389,0.000816,0.181,136.543,-11.169,69
52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,adult standards,0.365,0.338,0.446,0.735,0.0322,0.0,0.104,79.241,-13.406,69
2nwCO1PqpvyoFIvq3Vrj8N,These Boots Are Made For Walkin',Nancy Sinatra,adult standards,0.74,0.392,0.387,0.483,0.0824,1.11e-06,0.0965,82.742,-11.996,69
12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,adult standards,0.45,0.441,0.8109999999999999,0.498,0.0352,0.00562,0.133,208.282,-12.718,69
65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,The Drifters,adult standards,0.747,0.226,0.778,0.908,0.0415,0.000168,0.107,123.789,-13.635,69
0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes off You,Frankie Valli,adult standards,0.581,0.78,0.561,0.508,0.0567,1.07e-05,0.0799,123.711,-7.053,69
1qhp5owrFGeZ5Jgin28nwR,You've Got a Friend,Carole King,adult standards,0.474,0.263,0.458,0.88,0.0336,4.45e-05,0.123,168.683,-10.684,69
4MrfQL4TYQXJBlZYpAHTuE,"Baby, It's Cold Outside",Dean Martin,adult standards,0.469,0.196,0.537,0.882,0.0571,0.0,0.0513,130.036,-16.093,68
4KV9bM7a1KDc7b7OakFZic,Jingle Bells,Frank Sinatra,adult standards,0.706,0.383,0.87,0.758,0.0342,0.0,0.0608,86.99700000000001,-11.44,68
2xiOdusRnZezQok1RgLNeS,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,adult standards,0.6809999999999999,0.716,0.963,0.0182,0.0333,0.17,0.337,123.009,-10.911,68
7JEUg9KqmpdIE5Nbb9ss66,Love You Anymore,Michael Bublé,adult standards,0.693,0.257,0.603,0.8690000000000001,0.0356,0.0,0.11,90.012,-7.785,68
6tjituizSxwSmBB5vtgHZE,Holly Jolly Christmas,Michael Bublé,adult standards,0.647,0.465,0.6990000000000001,0.865,0.0428,0.0,0.0882,151.251,-8.308,68
0lLdorYw7lVrJydTINhWdI,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,0.339,0.214,0.363,0.908,0.0375,7.47e-06,0.341,94.775,-11.714,68
7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Everly Brothers,adult standards,0.534,0.462,0.534,0.8390000000000001,0.0266,0.0,0.129,96.195,-8.172,68
29U7stRjqHU6rMiS8BfaI9,What A Wonderful World - Single Version,Louis Armstrong,adult standards,0.271,0.165,0.203,0.7290000000000001,0.0351,1.6e-06,0.118,77.082,-20.652,68
7eqNATKM78MkWP6aHGXHEV,Put Your Head on My Shoulder,Paul Anka,adult standards,0.5489999999999999,0.433,0.486,0.906,0.0327,0.0108,0.0774,116.068,-8.526,68
0mvkwaZMP2gAy2ApQLtZRv,It's a Beautiful Day,Michael Bublé,adult standards,0.532,0.795,0.78,0.0559,0.0358,0.0,0.295,143.83700000000005,-3.979,68
5qyq1H5OPMlfuvZQ1wQNo7,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,adult standards,0.634,0.677,0.939,0.318,0.0448,0.0,0.0902,95.792,-7.19,68
0KOE1hat4SIer491XKk4Pa,A Change Is Gonna Come,Sam Cooke,adult standards,0.212,0.383,0.452,0.723,0.0347,0.0,0.299,173.79,-10.071,68
33jt3kYWjQzqn3xyYQ5ZEh,Cheek To Cheek,Ella Fitzgerald,adult standards,0.6629999999999999,0.264,0.657,0.706,0.0914,0.0,0.1,122.482,-14.571,68
0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,Sam Cooke,adult standards,0.523,0.402,0.675,0.778,0.0305,0.0,0.4320000000000001,70.863,-8.232999999999999,68
3mWpUEBYnv9SIFWfixSJFx,"Can't Get Enough Of Your Love, Babe",Barry White,adult standards,0.7290000000000001,0.78,0.795,0.114,0.0631,0.106,0.0759,111.833,-7.604,68
5uES1C2NgkdrNHiCwf9jRr,Baby Love,The Supremes,adult standards,0.595,0.643,0.73,0.76,0.0365,0.0,0.5379999999999999,135.63299999999998,-9.275,68
3aEJMh1cXKEjgh52claxQp,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,adult standards,0.585,0.247,0.591,0.452,0.04,8.85e-06,0.107,127.15,-12.612,68
7dQC53NiYOY9gKg3Qsu2Bs,All Out of Love,Air Supply,adult standards,0.512,0.262,0.357,0.313,0.0276,5.51e-06,0.456,108.381,-16.875,68
1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,John Denver,adult standards,0.455,0.4370000000000001,0.7240000000000001,0.314,0.0278,0.0,0.501,81.396,-11.411,68
2T5Ch09nefwckOu5NQvjIk,Carolina in My Mind,James Taylor,adult standards,0.579,0.267,0.353,0.118,0.0348,0.000562,0.132,74.899,-15.11,67
2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon - Remastered,Frank Sinatra,adult standards,0.67,0.365,0.45,0.525,0.0564,0.0,0.0575,119.344,-10.158,67
2WaYW84yWij5NSCpgSeU2R,You Make Me Feel So Young - Remastered 1998,Frank Sinatra,adult standards,0.5770000000000001,0.306,0.568,0.383,0.0427,0.0,0.18,125.166,-11.559,67
0mbS3VwRbO6HVBMPXnzOGA,To Love Somebody,Bee Gees,adult standards,0.423,0.384,0.521,0.7290000000000001,0.0315,4.11e-06,0.27,90.43,-12.503,67
36CKza28wMxYdjdzji7ine,I Started A Joke,Bee Gees,adult standards,0.31,0.464,0.431,0.156,0.0275,8.94e-06,0.132,144.775,-8.755,67
7faDzZnZYqTyYThx2sbHVQ,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,0.607,0.103,0.341,0.804,0.0404,0.0,0.076,110.378,-14.405,67
648TTtYB0bH0P8Hfy0FmkL,Unforgettable,Nat King Cole,adult standards,0.349,0.182,0.178,0.92,0.031,0.0152,0.143,136.094,-13.507,67
6T5GTy1l6dRmagqpNPjdoc,Too Much Heaven,Bee Gees,adult standards,0.495,0.439,0.353,0.44,0.0467,8.88e-05,0.725,165.922,-13.212,67
0m4jVVZrsv0bLkAr1uM6UG,Do That To Me One More Time,Captain & Tennille,adult standards,0.728,0.524,0.51,0.563,0.0255,0.000131,0.0913,90.262,-8.227,67
3AgiRs3oxc2dFh0CPUHXJs,Mistletoe and Wine,Cliff Richard,adult standards,0.498,0.4320000000000001,0.365,0.688,0.0345,0.0,0.136,135.015,-14.386,67
0z5HSQGWgnjdNvwbOmhB2w,Merry Christmas Darling - Remix,Carpenters,adult standards,0.339,0.205,0.166,0.8420000000000001,0.0303,0.0,0.101,81.586,-15.315,67
3wM6RTAnF7IQpMFd7b9ZcL,Yesterday Once More,Carpenters,adult standards,0.254,0.38,0.408,0.672,0.0337,0.0,0.379,168.49599999999995,-13.806,67
0E8q2Fx2XuzXCO2NSAppkR,In A Sentimental Mood,Duke Ellington,adult standards,0.464,0.305,0.282,0.936,0.0316,0.0846,0.208,108.229,-12.435,67
252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,Jay & The Americans,adult standards,0.636,0.684,0.8809999999999999,0.52,0.057,0.0015,0.534,132.509,-9.302,67
2FPfeYlrbSBR8PwCU0zaqq,Have Yourself A Merry Little Christmas - Remastered,Frank Sinatra,adult standards,0.262,0.1369999999999999,0.288,0.913,0.0344,6.74e-06,0.267,92.183,-15.235,67
2xar08Fq5xra2KKZs5Bw9j,I've Got a Woman,Ray Charles,adult standards,0.556,0.61,0.665,0.833,0.213,2.22e-06,0.258,199.373,-4.729,67
3rqXP37YkEnizabzjM7uIu,"You're The First, The Last, My Everything",Barry White,adult standards,0.631,0.59,0.927,0.00367,0.0297,0.00299,0.0537,130.145,-12.138,67
75Nlnd9AJ4CYrLXgWGsuTF,How Sweet It Is (To Be Loved By You) - 2019 Remaster,James Taylor,adult standards,0.764,0.628,0.823,0.336,0.048,0.0,0.0977,109.008,-10.961,67
5vXsj8L4DK1gGQ43BBG028,We've Got Tonight,Kenny Rogers,adult standards,0.5429999999999999,0.227,0.292,0.767,0.0298,4.29e-05,0.103,123.548,-11.247,66
4V3AGIIQeJoBUPaTCLiscB,I'll Never Love This Way Again,Dionne Warwick,adult standards,0.35,0.371,0.21,0.219,0.0319,0.0,0.151,131.60299999999998,-10.538,66
4lftz0V8DZhWSVtL4GrzMH,I'll Be Home For Christmas,Bing Crosby,adult standards,0.223,0.146,0.176,0.281,0.0321,0.0,0.256,84.041,-16.084,66
0J8A1ZVyJcRZxFNvtp6jRh,One Day I'll Fly Away,Randy Crawford,adult standards,0.489,0.358,0.422,0.7609999999999999,0.0302,0.018,0.106,77.78399999999998,-10.413,66
7gUMShP1l20tC0xf17Zplk,Ride Like the Wind,Christopher Cross,adult standards,0.669,0.7070000000000001,0.8059999999999999,0.347,0.0478,0.000716,0.0997,124.335,-13.66,66
3SnGymj6ijE2iuUfWxLo1q,I'm Coming Out,Diana Ross,adult standards,0.72,0.828,0.768,0.185,0.0462,0.429,0.0839,110.071,-9.211,66
3zpj9dvJABiyMrmLCPw6i8,Crazy - Single Version,Patsy Cline,adult standards,0.471,0.021,0.356,0.931,0.0366,1.19e-06,0.103,107.765,-24.385,66
0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face,Roberta Flack,adult standards,0.311,0.0264,0.139,0.731,0.037,0.00205,0.156,120.653,-21.644,66
7wWw7hBmErNg9u5w6Xx0vy,Make It with You,Bread,adult standards,0.629,0.356,0.472,0.66,0.0246,0.000617,0.173,83.88600000000002,-11.135,66
4uQqahi1iUP35xE2qGdKdo,"Baby, It's Cold Outside - Remastered",Dean Martin,adult standards,0.499,0.304,0.521,0.81,0.0633,0.0,0.0546,129.30100000000002,-11.541,66
6WTD4ZZx3jit6MY3hDDXcc,Miss You Like Crazy,Natalie Cole,adult standards,0.596,0.546,0.255,0.633,0.0267,0.00381,0.0707,131.123,-6.251,66
4SGBuq37Ol4HJr7pQqFMKa,I Got You Babe,Sonny & Cher,adult standards,0.629,0.795,0.6,0.136,0.0278,5.44e-06,0.132,110.583,-6.02,66
3CDHydgW0ssTh59f0jy1y3,The Look Of Love,Diana Krall,adult standards,0.58,0.299,0.364,0.6990000000000001,0.0269,0.00386,0.0805,93.037,-13.03,66
0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily - Vocal Version,Chet Baker,adult standards,0.532,0.0657,0.292,0.94,0.0406,0.00488,0.0946,128.607,-19.136,66
1FRqLI971CD1QedTiJeL3c,All I Want for Christmas Is You,Michael Bublé,adult standards,0.503,0.465,0.143,0.42,0.0274,0.0,0.101,141.793,-8.077,66
3I09LQbHS3NSU46Ly3tPpR,Feeling Good,Michael Bublé,adult standards,0.535,0.5479999999999999,0.477,0.5329999999999999,0.037,1.48e-06,0.123,115.144,-6.51,66
0pAT3JUEjIiqUkwxE0vbBQ,The Little Drummer Boy - Remastered 2006,Bing Crosby,adult standards,0.636,0.165,0.505,0.885,0.0328,4.820000000000001e-05,0.0502,112.777,-14.261,66
5PihYbt4uNnVt68l5D1SGb,Goodbye,Air Supply,adult standards,0.401,0.531,0.173,0.223,0.0301,1.51e-05,0.149,130.651,-6.9910000000000005,66
777zXDJpBufzttU4AJ2dGO,I Don't Want To Set The World On Fire,The Ink Spots,adult standards,0.445,0.146,0.332,0.962,0.0333,1.05e-05,0.249,86.637,-16.064,66
2gNjmvuQiEd2z9SqyYi8HH,Summertime,Louis Armstrong,adult standards,0.172,0.0696,0.103,0.916,0.0339,0.00199,0.1369999999999999,167.97400000000005,-21.295,66
7zrpoAJte9o12TzawqgdD0,Con te partirò,Andrea Bocelli,adult standards,0.241,0.3670000000000001,0.302,0.8440000000000001,0.0311,0.00279,0.0873,135.267,-7.95,66
6keKIzkXWdbwJWMBJQUwYl,The First Noel - Remastered 1999,Frank Sinatra,adult standards,0.176,0.153,0.157,0.956,0.0365,0.00012,0.158,84.741,-15.969,66
1Xf1lWBSml62NG1du3Ro14,Just The Way You Are,Barry White,adult standards,0.564,0.327,0.309,0.166,0.0494,3.45e-05,0.149,74.94800000000002,-14.63,66
1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,Carpenters,adult standards,0.379,0.343,0.6940000000000001,0.8059999999999999,0.0385,0.0,0.0991,184.301,-12.993,66
3D8dwH690MXQRhtIZTSS9c,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,adult standards,0.406,0.188,0.629,0.852,0.0324,0.0,0.105,120.757,-13.039,66
69HICMmc6nNLucAx3aJX9M,Thank God I'm a Country Boy,John Denver,adult standards,0.762,0.537,0.958,0.785,0.0478,0.000669,0.0551,105.603,-9.58,66
0SsYlkXxZ5vkWOTsKxMfMz,Lonesome Town,Ricky Nelson,adult standards,0.404,0.193,0.273,0.794,0.0305,0.000296,0.103,77.02600000000002,-12.501,66
60mGckXEG1EzR4VmjYLfEW,Guilty (feat. Barry Gibb),Barbra Streisand,adult standards,0.626,0.425,0.952,0.231,0.0356,0.0,0.114,150.875,-15.656,66
5VJjhHyG8NZ5xdgG6uTb3P,Brick House,Commodores,adult standards,0.831,0.782,0.631,0.0731,0.0595,0.0171,0.032,107.877,-10.48,66
07QfuFPazJYuzRtcWW0U2y,Silent Night,Carpenters,adult standards,0.17,0.158,0.134,0.947,0.0353,0.00106,0.0844,85.17399999999998,-17.011,65
2Wb9ejnmy27DUTUe9YF5Ew,All Night Long (All Night) - Single Version,Lionel Richie,adult standards,0.7390000000000001,0.5760000000000001,0.78,0.122,0.0472,0.00206,0.0482,108.81,-12.024,65
24AIahNHzBxm9S12peXbnG,"Moon River (From ""Breakfast at Tiffany's"")",Andy Williams,adult standards,0.281,0.212,0.195,0.86,0.031,7.730000000000001e-05,0.119,95.555,-15.513,65
